source,target,company,similarity
curtin terrence r,donahue joseph b,TEL,2.26042
curtin terrence r,jenkins john s,TEL,2.32842
curtin terrence r,merkt steven t,TEL,2.64385
curtin terrence r,o'toole james,TEL,2.19847
curtin terrence r,ott robert j,TEL,2.19686
curtin terrence r,resch eric,TEL,2.40779
curtin terrence r,shaddock robert n,TEL,2.54098
curtin terrence r,wainwright joan,TEL,2.14814
donahue joseph b,o'toole james,TEL,2.62109
donahue joseph b,resch eric,TEL,2.02959
donahue joseph b,shaddock robert n,TEL,2.73234
donahue joseph b,wainwright joan,TEL,2.20964
hau robert w.,leipold jane a,TEL,3.09046
merkt steven t,resch eric,TEL,2.11514
merkt steven t,shaddock robert n,TEL,2.02744
o'toole james,shaddock robert n,TEL,2.81486
o'toole james,wainwright joan,TEL,2.20408
resch eric,shaddock robert n,TEL,2.11115
resch eric,wainwright joan,TEL,2.02046
shaddock robert n,wainwright joan,TEL,2.11115
brombach theodore j,spence john yogi,XFLT,6.45302
brogdon christopher f,brogdon connie b,ADK,6.76
brody paul jonathan,frank thomas aj,IBKR,7.98732
brody paul jonathan,galik milan,IBKR,2.84255
brody paul jonathan,nemser earl h,IBKR,12.5026
frank thomas aj,galik milan,IBKR,2.37878
frank thomas aj,nemser earl h,IBKR,3.34382
frank thomas aj,peterffy thomas,IBKR,11.7725
galik milan,nemser earl h,IBKR,4.80613
griffith william j.g.,makan divesh,BL,7.6562
chaouat-fix mihal,pascal tomer,ATER,5.28803
chaouat-fix mihal,risico joseph a,ATER,3.63145
chaouat-fix mihal,zahut roi zion,ATER,2.63367
pascal tomer,risico joseph a,ATER,4.85983
pascal tomer,zahut roi zion,ATER,2.45826
mahmoud ramy a,miller peter k,OPTN,3.23821
goebels p mats,meitz david,ITG,7.36735
bb biotech ag,biotech target n v,MGNX,3.68884
briger matthew,briger peter l jr,DRTT,11.4308
briger matthew,noll shaun,DRTT,8.57313
briger peter l jr,noll shaun,DRTT,8.57313
hurlbert craig m.,joyner travis m.,LOCL,2.21173
hurlbert craig m.,valiasek kathleen,LOCL,2.48622
joyner travis m.,valiasek kathleen,LOCL,4.28661
emanuel ariel,whitesell patrick,EDR,3.14907
demichele michael,nanji farhad,RXO,15.514
bresch heather m,coury robert j,MYL,2.00113
bresch heather m,malik rajiv,MYL,2.7708
coury robert j,malik rajiv,MYL,2.00113
diekman john d,rocklage scott m,PEAR,6.36961
diekman john d,schwab andrew j.,PEAR,6.36961
rocklage scott m,schwab andrew j.,PEAR,6.36961
burdick kevin l,hoskin james r,OKE,4.84
burdick kevin l,hulse walter s iii,OKE,3.38889
burdick kevin l,kelley charles m,OKE,4.69231
burdick kevin l,norton pierce,OKE,4.84
burdick kevin l,schingen scott d,OKE,4.84
burdick kevin l,spears mary m,OKE,4.51852
burdick kevin l,swords sheridan c,OKE,4.35714
burdick kevin l,taylor lyndon c,OKE,4.84
hoskin james r,hulse walter s iii,OKE,3.45714
hoskin james r,kelley charles m,OKE,4.84
hoskin james r,norton pierce,OKE,4.84
hoskin james r,schingen scott d,OKE,4.84
hoskin james r,spears mary m,OKE,4.84
hoskin james r,swords sheridan c,OKE,4.84
hoskin james r,taylor lyndon c,OKE,4.84
hulse walter s iii,kelley charles m,OKE,3.38889
hulse walter s iii,norton pierce,OKE,3.45714
hulse walter s iii,schingen scott d,OKE,3.45714
hulse walter s iii,spears mary m,OKE,3.2973
hulse walter s iii,swords sheridan c,OKE,3.21053
hulse walter s iii,taylor lyndon c,OKE,3.45714
kelley charles m,norton pierce,OKE,4.84
kelley charles m,schingen scott d,OKE,4.84
kelley charles m,spears mary m,OKE,4.51852
kelley charles m,swords sheridan c,OKE,4.35714
kelley charles m,taylor lyndon c,OKE,4.84
norton pierce,schingen scott d,OKE,4.84
norton pierce,spears mary m,OKE,4.84
norton pierce,swords sheridan c,OKE,4.84
norton pierce,taylor lyndon c,OKE,4.84
schingen scott d,spears mary m,OKE,4.84
schingen scott d,swords sheridan c,OKE,4.84
schingen scott d,taylor lyndon c,OKE,4.84
spears mary m,swords sheridan c,OKE,3.93548
spears mary m,taylor lyndon c,OKE,4.84
swords sheridan c,taylor lyndon c,OKE,4.84
keck thomas,mccabe michael i,STEP,7.30425
keck thomas,waldo robert,STEP,2.67499
elmore william b,holland paul r,TUBE,2.33752
elmore william b,koontz paul g,TUBE,2.33752
elmore william b,moldow charles,TUBE,2.33752
elmore william b,schuh michael n,TUBE,2.33752
elmore william b,vassallo steven,TUBE,2.33752
elmore william b,weiss warren m,TUBE,2.33752
holland paul r,koontz paul g,TUBE,2.33752
holland paul r,moldow charles,TUBE,2.33752
holland paul r,schuh michael n,TUBE,2.33752
holland paul r,vassallo steven,TUBE,2.33752
holland paul r,weiss warren m,TUBE,2.33752
koontz paul g,moldow charles,TUBE,2.33752
koontz paul g,schuh michael n,TUBE,2.33752
koontz paul g,vassallo steven,TUBE,2.33752
koontz paul g,weiss warren m,TUBE,2.33752
moldow charles,schuh michael n,TUBE,2.33752
moldow charles,vassallo steven,TUBE,2.33752
moldow charles,weiss warren m,TUBE,2.33752
schuh michael n,vassallo steven,TUBE,2.33752
schuh michael n,weiss warren m,TUBE,2.33752
vassallo steven,weiss warren m,TUBE,2.33752
evans gerald,faircloth michael e.,HBI,2.42081
evans gerald,johnson joia m,HBI,2.32036
evans gerald,lewis markland scott,HBI,2.10275
evans gerald,upchurch w howard jr,HBI,2.43581
faircloth michael e.,johnson joia m,HBI,2.79188
faircloth michael e.,lewis markland scott,HBI,2.74836
faircloth michael e.,moss richard d,HBI,2.2882
faircloth michael e.,noll richard a,HBI,2.39869
faircloth michael e.,upchurch w howard jr,HBI,2.93363
johnson joia m,lewis markland scott,HBI,2.45026
johnson joia m,upchurch w howard jr,HBI,2.8272
lewis markland scott,upchurch w howard jr,HBI,2.66453
marsh john t.,noll richard a,HBI,2.17945
moss richard d,noll richard a,HBI,3.11379
moss richard d,schindler andrew j,HBI,2.00073
hartnett thomas g,leap arnold p,FLWS,2.28495
hartnett thomas g,mccann james f,FLWS,2.79364
hartnett thomas g,shea william e,FLWS,2.73407
leap arnold p,mccann james f,FLWS,2.36916
leap arnold p,shea william e,FLWS,2.37214
mccann james f,shea william e,FLWS,2.96291
lysonge ekumene m,milliner philip,PRSS,2.63224
ames paul s.,bunyard gary t,SSTI,2.70368
ames paul s.,golzadeh nasim,SSTI,2.12432
ames paul s.,klepper robert samuel,SSTI,4.24865
bunyard gary t,golzadeh nasim,SSTI,2.41519
bunyard gary t,klepper robert samuel,SSTI,2.70368
golzadeh nasim,klepper robert samuel,SSTI,2.12432
brown james s,lesar david j,HAL,3.02062
brown james s,mccollum mark a,HAL,2.63514
brown james s,miller jeffrey allen,HAL,2.39147
brown james s,pope lawrence j,HAL,2.70616
brown james s,rainey joe d,HAL,2.5759
carre eric,geer charles jr.,HAL,2.60714
carre eric,jones myrtle l,HAL,2.49147
carre eric,mckeon timothy,HAL,2.14861
carre eric,miller jeffrey allen,HAL,2.20632
carre eric,pope lawrence j,HAL,2.02391
geer charles jr.,jones myrtle l,HAL,4.59704
geer charles jr.,mckeon timothy,HAL,3.96627
geer charles jr.,miller jeffrey allen,HAL,4.39286
geer charles jr.,pope lawrence j,HAL,4.03302
geer charles jr.,rainey joe d,HAL,3.18476
geer charles jr.,voyles robb l.,HAL,2.15748
jones myrtle l,mckeon timothy,HAL,4.00483
jones myrtle l,miller jeffrey allen,HAL,4.30134
jones myrtle l,pope lawrence j,HAL,3.96526
jones myrtle l,rainey joe d,HAL,3.10803
jones myrtle l,voyles robb l.,HAL,2.03419
mckeon timothy,miller jeffrey allen,HAL,3.74243
mckeon timothy,pope lawrence j,HAL,3.42187
mckeon timothy,rainey joe d,HAL,2.68706
miller jeffrey allen,pope lawrence j,HAL,4.29026
miller jeffrey allen,rainey joe d,HAL,3.48432
pope lawrence j,rainey joe d,HAL,3.48516
biddle catherine u,biddle willing l,UBP,4.20285
goodman bennett j,schwarzman stephen a,KODK,8.93758
bracey vernon l,hand joseph thomas,yorw,2.46939
bracey vernon l,hines jeffrey r,yorw,2.46939
bracey vernon l,miller kathleen m,yorw,2.46939
bracey vernon l,snyder mark s,yorw,2.46939
bracey vernon l,strine john h,yorw,2.46939
hand joseph thomas,hines jeffrey r,yorw,2.46939
hand joseph thomas,miller kathleen m,yorw,2.46939
hand joseph thomas,snyder mark s,yorw,2.46939
hand joseph thomas,strine john h,yorw,2.46939
hines jeffrey r,miller kathleen m,yorw,2.46939
hines jeffrey r,snyder mark s,yorw,2.46939
hines jeffrey r,strine john h,yorw,2.46939
miller kathleen m,snyder mark s,yorw,2.46939
miller kathleen m,strine john h,yorw,2.46939
snyder mark s,strine john h,yorw,2.46939
bracey vernon l,snyder mark s,YORW,2.67794
alexander jay,dougherty neil,KEYS,2.11095
alexander jay,estrada ingrid a,KEYS,2.24931
alexander jay,nersesian ronald s.,KEYS,2.00862
alexander jay,skinner john c.,KEYS,2.61424
alexander jay,wallace mark adam,KEYS,2.26426
dhanasekaran satish,dougherty neil,KEYS,3.09138
dhanasekaran satish,estrada ingrid a,KEYS,3.06463
dhanasekaran satish,li jeffrey k,KEYS,3.71457
dhanasekaran satish,narayanan kailash,KEYS,3.32677
dhanasekaran satish,nersesian ronald s.,KEYS,2.46494
dhanasekaran satish,page john,KEYS,3.59185
dhanasekaran satish,wallace mark adam,KEYS,3.73044
dougherty neil,estrada ingrid a,KEYS,4.16599
dougherty neil,li jeffrey k,KEYS,3.46742
dougherty neil,narayanan kailash,KEYS,3.23075
dougherty neil,nersesian ronald s.,KEYS,3.11833
dougherty neil,page john,KEYS,3.85324
dougherty neil,skinner john c.,KEYS,2.64767
dougherty neil,wallace mark adam,KEYS,4.25771
estrada ingrid a,li jeffrey k,KEYS,3.44603
estrada ingrid a,narayanan kailash,KEYS,2.99905
estrada ingrid a,nersesian ronald s.,KEYS,3.35664
estrada ingrid a,page john,KEYS,4.00222
estrada ingrid a,skinner john c.,KEYS,2.56808
estrada ingrid a,wallace mark adam,KEYS,4.46962
kary jason andrew,narayanan kailash,KEYS,2.66261
kary jason andrew,poole lisa m.,KEYS,2.39434
kary jason andrew,yoon sung,KEYS,6.82295
li jeffrey k,narayanan kailash,KEYS,5.49663
li jeffrey k,nersesian ronald s.,KEYS,2.57606
li jeffrey k,page john,KEYS,3.99533
li jeffrey k,wallace mark adam,KEYS,4.19844
narayanan kailash,nersesian ronald s.,KEYS,2.12733
narayanan kailash,page john,KEYS,3.50543
narayanan kailash,poole lisa m.,KEYS,2.22684
narayanan kailash,wallace mark adam,KEYS,3.65386
nersesian ronald s.,page john,KEYS,2.92042
nersesian ronald s.,skinner john c.,KEYS,2.29744
nersesian ronald s.,wallace mark adam,KEYS,3.29009
page john,skinner john c.,KEYS,2.18349
page john,wallace mark adam,KEYS,4.55437
poole lisa m.,yoon sung,KEYS,2.68236
skinner john c.,wallace mark adam,KEYS,2.4538
butler clara r,butler griffin b,HY,18.8968
butler clara r,butler helen rankin,HY,15.7408
butler clara r,butler john c jr,HY,15.7408
butler clara r,kuipers evelyn r,HY,19.4362
butler clara r,kuipers jacob a,HY,18.9235
butler clara r,kuipers matilda alan,HY,19.4362
butler clara r,rankin a farnham,HY,18.9235
butler clara r,rankin alfred m et al,HY,17.4364
butler clara r,rankin alison a,HY,17.1771
butler clara r,rankin bruce t,HY,19.2494
butler clara r,rankin chloe o,HY,15.0885
butler clara r,rankin claiborne r,HY,15.0885
butler clara r,rankin claiborne r jr,HY,18.9235
butler clara r,rankin claiborne read iii,HY,19.4362
butler clara r,rankin clara l t,HY,17.59
butler clara r,rankin corbin,HY,17.1771
butler clara r,rankin elisabeth m,HY,18.9235
butler clara r,rankin elizabeth b,HY,18.9235
butler clara r,rankin james t,HY,18.9235
butler clara r,rankin james t. jr.,HY,19.0234
butler clara r,rankin julia l,HY,18.9235
butler clara r,rankin lauran,HY,8.52941
butler clara r,rankin lynne t,HY,18.9235
butler clara r,rankin margaret pollard,HY,19.0234
butler clara r,rankin mary m,HY,19.2496
butler clara r,rankin matthew m,HY,18.9235
butler clara r,rankin roger f,HY,17.1771
butler clara r,rankin thomas parker,HY,18.9235
butler clara r,rankin thomas t,HY,17.4455
butler clara r,rankin victoire g,HY,17.7129
butler clara r,rankin william a,HY,19.2496
butler clara r,seelbach chloe r,HY,18.9235
butler clara r,seelbach isabelle,HY,19.2496
butler clara r,seelbach scott w,HY,18.9235
butler clara r,seelbach taplin e,HY,19.2496
butler clara r,seelbach thomas wilson,HY,19.4362
butler clara r,williams clara r,HY,17.3101
butler clara r,williams david b,HY,17.3101
butler clara r,williams helen charles,HY,19.07
butler clara r,williams margo j.v.,HY,19.07
butler griffin b,butler helen rankin,HY,15.7408
butler griffin b,butler john c jr,HY,15.7408
butler griffin b,kuipers evelyn r,HY,19.4362
butler griffin b,kuipers jacob a,HY,18.9235
butler griffin b,kuipers matilda alan,HY,19.4362
butler griffin b,rankin a farnham,HY,18.9235
butler griffin b,rankin alfred m et al,HY,17.4364
butler griffin b,rankin alison a,HY,17.1771
butler griffin b,rankin bruce t,HY,19.2494
butler griffin b,rankin chloe o,HY,15.0885
butler griffin b,rankin claiborne r,HY,15.0885
butler griffin b,rankin claiborne r jr,HY,18.9235
butler griffin b,rankin claiborne read iii,HY,19.4362
butler griffin b,rankin clara l t,HY,17.59
butler griffin b,rankin corbin,HY,17.1771
butler griffin b,rankin elisabeth m,HY,18.9235
butler griffin b,rankin elizabeth b,HY,18.9235
butler griffin b,rankin james t,HY,18.9235
butler griffin b,rankin james t. jr.,HY,19.0234
butler griffin b,rankin julia l,HY,18.9235
butler griffin b,rankin lauran,HY,8.52941
butler griffin b,rankin lynne t,HY,18.9235
butler griffin b,rankin margaret pollard,HY,19.0234
butler griffin b,rankin mary m,HY,19.2496
butler griffin b,rankin matthew m,HY,18.9235
butler griffin b,rankin roger f,HY,17.1771
butler griffin b,rankin thomas parker,HY,18.9235
butler griffin b,rankin thomas t,HY,17.4455
butler griffin b,rankin victoire g,HY,17.7129
butler griffin b,rankin william a,HY,19.2496
butler griffin b,seelbach chloe r,HY,18.9235
butler griffin b,seelbach isabelle,HY,19.2496
butler griffin b,seelbach scott w,HY,18.9235
butler griffin b,seelbach taplin e,HY,19.2496
butler griffin b,seelbach thomas wilson,HY,19.4362
butler griffin b,williams clara r,HY,17.3101
butler griffin b,williams david b,HY,17.3101
butler griffin b,williams helen charles,HY,19.07
butler griffin b,williams margo j.v.,HY,19.07
butler helen rankin,butler john c jr,HY,14.3385
butler helen rankin,kuipers evelyn r,HY,16.1898
butler helen rankin,kuipers jacob a,HY,15.8849
butler helen rankin,kuipers matilda alan,HY,16.1898
butler helen rankin,rankin a farnham,HY,15.8849
butler helen rankin,rankin alfred m et al,HY,14.9172
butler helen rankin,rankin alison a,HY,14.8186
butler helen rankin,rankin bruce t,HY,16.0342
butler helen rankin,rankin chloe o,HY,13.922
butler helen rankin,rankin claiborne r,HY,13.922
butler helen rankin,rankin claiborne r jr,HY,15.8849
butler helen rankin,rankin claiborne read iii,HY,16.1898
butler helen rankin,rankin clara l t,HY,15.0672
butler helen rankin,rankin corbin,HY,14.7063
butler helen rankin,rankin elisabeth m,HY,15.8849
butler helen rankin,rankin elizabeth b,HY,15.8849
butler helen rankin,rankin james t,HY,15.8849
butler helen rankin,rankin james t. jr.,HY,15.8458
butler helen rankin,rankin julia l,HY,15.8849
butler helen rankin,rankin lauran,HY,7.2137
butler helen rankin,rankin lynne t,HY,15.8849
butler helen rankin,rankin margaret pollard,HY,15.8458
butler helen rankin,rankin mary m,HY,16.0345
butler helen rankin,rankin matthew m,HY,15.8849
butler helen rankin,rankin roger f,HY,14.8186
butler helen rankin,rankin thomas parker,HY,15.8849
butler helen rankin,rankin thomas t,HY,14.936
butler helen rankin,rankin victoire g,HY,15.1041
butler helen rankin,rankin william a,HY,16.0345
butler helen rankin,seelbach chloe r,HY,15.8849
butler helen rankin,seelbach isabelle,HY,16.0345
butler helen rankin,seelbach scott w,HY,15.8849
butler helen rankin,seelbach taplin e,HY,16.0345
butler helen rankin,seelbach thomas wilson,HY,16.1898
butler helen rankin,williams clara r,HY,15.0931
butler helen rankin,williams david b,HY,15.0931
butler helen rankin,williams helen charles,HY,15.8849
butler helen rankin,williams margo j.v.,HY,15.8849
butler john c jr,kuipers evelyn r,HY,16.1898
butler john c jr,kuipers jacob a,HY,15.8849
butler john c jr,kuipers matilda alan,HY,16.1898
butler john c jr,rankin a farnham,HY,15.8849
butler john c jr,rankin alfred m et al,HY,14.9172
butler john c jr,rankin alison a,HY,14.8186
butler john c jr,rankin bruce t,HY,16.0342
butler john c jr,rankin chloe o,HY,13.922
butler john c jr,rankin claiborne r,HY,13.922
butler john c jr,rankin claiborne r jr,HY,15.8849
butler john c jr,rankin claiborne read iii,HY,16.1898
butler john c jr,rankin clara l t,HY,15.0672
butler john c jr,rankin corbin,HY,14.7063
butler john c jr,rankin elisabeth m,HY,15.8849
butler john c jr,rankin elizabeth b,HY,15.8849
butler john c jr,rankin james t,HY,15.8849
butler john c jr,rankin james t. jr.,HY,15.8458
butler john c jr,rankin julia l,HY,15.8849
butler john c jr,rankin lauran,HY,7.2137
butler john c jr,rankin lynne t,HY,15.8849
butler john c jr,rankin margaret pollard,HY,15.8458
butler john c jr,rankin mary m,HY,16.0345
butler john c jr,rankin matthew m,HY,15.8849
butler john c jr,rankin roger f,HY,14.8186
butler john c jr,rankin thomas parker,HY,15.8849
butler john c jr,rankin thomas t,HY,14.936
butler john c jr,rankin victoire g,HY,15.1041
butler john c jr,rankin william a,HY,16.0345
butler john c jr,seelbach chloe r,HY,15.8849
butler john c jr,seelbach isabelle,HY,16.0345
butler john c jr,seelbach scott w,HY,15.8849
butler john c jr,seelbach taplin e,HY,16.0345
butler john c jr,seelbach thomas wilson,HY,16.1898
butler john c jr,williams clara r,HY,15.0931
butler john c jr,williams david b,HY,15.0931
butler john c jr,williams helen charles,HY,15.8849
butler john c jr,williams margo j.v.,HY,15.8849
kuipers evelyn r,kuipers jacob a,HY,19.7655
kuipers evelyn r,kuipers matilda alan,HY,20.4589
kuipers evelyn r,rankin a farnham,HY,19.7655
kuipers evelyn r,rankin alfred m et al,HY,18.2118
kuipers evelyn r,rankin alison a,HY,17.9415
kuipers evelyn r,rankin bruce t,HY,20.1059
kuipers evelyn r,rankin chloe o,HY,15.76
kuipers evelyn r,rankin claiborne r,HY,15.76
kuipers evelyn r,rankin claiborne r jr,HY,19.7655
kuipers evelyn r,rankin claiborne read iii,HY,20.4589
kuipers evelyn r,rankin clara l t,HY,18.5158
kuipers evelyn r,rankin corbin,HY,17.9415
kuipers evelyn r,rankin elisabeth m,HY,19.7655
kuipers evelyn r,rankin elizabeth b,HY,19.7655
kuipers evelyn r,rankin james t,HY,19.7655
kuipers evelyn r,rankin james t. jr.,HY,20.0243
kuipers evelyn r,rankin julia l,HY,19.7655
kuipers evelyn r,rankin lauran,HY,8.83836
kuipers evelyn r,rankin lynne t,HY,19.7655
kuipers evelyn r,rankin margaret pollard,HY,20.0243
kuipers evelyn r,rankin mary m,HY,20.1062
kuipers evelyn r,rankin matthew m,HY,19.7655
kuipers evelyn r,rankin roger f,HY,17.9415
kuipers evelyn r,rankin thomas parker,HY,19.7655
kuipers evelyn r,rankin thomas t,HY,18.2218
kuipers evelyn r,rankin victoire g,HY,18.5006
kuipers evelyn r,rankin william a,HY,20.1062
kuipers evelyn r,seelbach chloe r,HY,19.7655
kuipers evelyn r,seelbach isabelle,HY,20.1062
kuipers evelyn r,seelbach scott w,HY,19.7655
kuipers evelyn r,seelbach taplin e,HY,20.1062
kuipers evelyn r,seelbach thomas wilson,HY,20.4589
kuipers evelyn r,williams clara r,HY,17.9415
kuipers evelyn r,williams david b,HY,17.9415
kuipers evelyn r,williams helen charles,HY,19.7655
kuipers evelyn r,williams margo j.v.,HY,19.7655
kuipers jacob a,kuipers matilda alan,HY,19.7655
kuipers jacob a,rankin a farnham,HY,19.3931
kuipers jacob a,rankin alfred m et al,HY,17.7317
kuipers jacob a,rankin alison a,HY,17.6034
kuipers jacob a,rankin bruce t,HY,19.5755
kuipers jacob a,rankin chloe o,HY,15.3442
kuipers jacob a,rankin claiborne r,HY,15.3442
kuipers jacob a,rankin claiborne r jr,HY,19.3931
kuipers jacob a,rankin claiborne read iii,HY,19.7655
kuipers jacob a,rankin clara l t,HY,17.8882
kuipers jacob a,rankin corbin,HY,17.4682
kuipers jacob a,rankin elisabeth m,HY,19.3931
kuipers jacob a,rankin elizabeth b,HY,19.3931
kuipers jacob a,rankin james t,HY,19.3931
kuipers jacob a,rankin james t. jr.,HY,19.3458
kuipers jacob a,rankin julia l,HY,19.3931
kuipers jacob a,rankin lauran,HY,8.80995
kuipers jacob a,rankin lynne t,HY,19.3931
kuipers jacob a,rankin margaret pollard,HY,19.3458
kuipers jacob a,rankin mary m,HY,19.5758
kuipers jacob a,rankin matthew m,HY,19.3931
kuipers jacob a,rankin roger f,HY,17.6034
kuipers jacob a,rankin thomas parker,HY,19.3931
kuipers jacob a,rankin thomas t,HY,17.7411
kuipers jacob a,rankin victoire g,HY,18.0129
kuipers jacob a,rankin william a,HY,19.5758
kuipers jacob a,seelbach chloe r,HY,19.3931
kuipers jacob a,seelbach isabelle,HY,19.5758
kuipers jacob a,seelbach scott w,HY,19.3931
kuipers jacob a,seelbach taplin e,HY,19.5758
kuipers jacob a,seelbach thomas wilson,HY,19.7655
kuipers jacob a,williams clara r,HY,17.6034
kuipers jacob a,williams david b,HY,17.6034
kuipers jacob a,williams helen charles,HY,19.2441
kuipers jacob a,williams margo j.v.,HY,19.2441
kuipers matilda alan,rankin a farnham,HY,19.7655
kuipers matilda alan,rankin alfred m et al,HY,18.2118
kuipers matilda alan,rankin alison a,HY,17.9415
kuipers matilda alan,rankin bruce t,HY,20.1059
kuipers matilda alan,rankin chloe o,HY,15.76
kuipers matilda alan,rankin claiborne r,HY,15.76
kuipers matilda alan,rankin claiborne r jr,HY,19.7655
kuipers matilda alan,rankin claiborne read iii,HY,20.4589
kuipers matilda alan,rankin clara l t,HY,18.5158
kuipers matilda alan,rankin corbin,HY,17.9415
kuipers matilda alan,rankin elisabeth m,HY,19.7655
kuipers matilda alan,rankin elizabeth b,HY,19.7655
kuipers matilda alan,rankin james t,HY,19.7655
kuipers matilda alan,rankin james t. jr.,HY,20.0243
kuipers matilda alan,rankin julia l,HY,19.7655
kuipers matilda alan,rankin lauran,HY,8.83836
kuipers matilda alan,rankin lynne t,HY,19.7655
kuipers matilda alan,rankin margaret pollard,HY,20.0243
kuipers matilda alan,rankin mary m,HY,20.1062
kuipers matilda alan,rankin matthew m,HY,19.7655
kuipers matilda alan,rankin roger f,HY,17.9415
kuipers matilda alan,rankin thomas parker,HY,19.7655
kuipers matilda alan,rankin thomas t,HY,18.2218
kuipers matilda alan,rankin victoire g,HY,18.5006
kuipers matilda alan,rankin william a,HY,20.1062
kuipers matilda alan,seelbach chloe r,HY,19.7655
kuipers matilda alan,seelbach isabelle,HY,20.1062
kuipers matilda alan,seelbach scott w,HY,19.7655
kuipers matilda alan,seelbach taplin e,HY,20.1062
kuipers matilda alan,seelbach thomas wilson,HY,20.4589
kuipers matilda alan,williams clara r,HY,17.9415
kuipers matilda alan,williams david b,HY,17.9415
kuipers matilda alan,williams helen charles,HY,19.7655
kuipers matilda alan,williams margo j.v.,HY,19.7655
rankin a farnham,rankin alfred m et al,HY,17.7317
rankin a farnham,rankin alison a,HY,17.6034
rankin a farnham,rankin bruce t,HY,19.5755
rankin a farnham,rankin chloe o,HY,15.3442
rankin a farnham,rankin claiborne r,HY,15.3442
rankin a farnham,rankin claiborne r jr,HY,19.3931
rankin a farnham,rankin claiborne read iii,HY,19.7655
rankin a farnham,rankin clara l t,HY,17.8882
rankin a farnham,rankin corbin,HY,17.4682
rankin a farnham,rankin elisabeth m,HY,19.3931
rankin a farnham,rankin elizabeth b,HY,19.3931
rankin a farnham,rankin james t,HY,19.3931
rankin a farnham,rankin james t. jr.,HY,19.3458
rankin a farnham,rankin julia l,HY,19.3931
rankin a farnham,rankin lauran,HY,8.80995
rankin a farnham,rankin lynne t,HY,19.3931
rankin a farnham,rankin margaret pollard,HY,19.3458
rankin a farnham,rankin mary m,HY,19.5758
rankin a farnham,rankin matthew m,HY,19.3931
rankin a farnham,rankin roger f,HY,17.6034
rankin a farnham,rankin thomas parker,HY,19.3931
rankin a farnham,rankin thomas t,HY,17.7411
rankin a farnham,rankin victoire g,HY,18.0129
rankin a farnham,rankin william a,HY,19.5758
rankin a farnham,seelbach chloe r,HY,19.3931
rankin a farnham,seelbach isabelle,HY,19.5758
rankin a farnham,seelbach scott w,HY,19.3931
rankin a farnham,seelbach taplin e,HY,19.5758
rankin a farnham,seelbach thomas wilson,HY,19.7655
rankin a farnham,williams clara r,HY,17.6034
rankin a farnham,williams david b,HY,17.6034
rankin a farnham,williams helen charles,HY,19.2441
rankin a farnham,williams margo j.v.,HY,19.2441
rankin alfred m et al,rankin alison a,HY,18.8713
rankin alfred m et al,rankin bruce t,HY,18.0372
rankin alfred m et al,rankin chloe o,HY,17.0027
rankin alfred m et al,rankin claiborne r,HY,17.0027
rankin alfred m et al,rankin claiborne r jr,HY,17.7317
rankin alfred m et al,rankin claiborne read iii,HY,18.2118
rankin alfred m et al,rankin clara l t,HY,19.3454
rankin alfred m et al,rankin corbin,HY,18.8713
rankin alfred m et al,rankin elisabeth m,HY,17.7317
rankin alfred m et al,rankin elizabeth b,HY,17.7317
rankin alfred m et al,rankin james t,HY,17.7317
rankin alfred m et al,rankin james t. jr.,HY,17.8248
rankin alfred m et al,rankin julia l,HY,17.7317
rankin alfred m et al,rankin lauran,HY,7.98879
rankin alfred m et al,rankin lynne t,HY,17.7317
rankin alfred m et al,rankin margaret pollard,HY,17.8248
rankin alfred m et al,rankin mary m,HY,18.0372
rankin alfred m et al,rankin matthew m,HY,17.7317
rankin alfred m et al,rankin roger f,HY,18.8713
rankin alfred m et al,rankin thomas parker,HY,17.7317
rankin alfred m et al,rankin thomas t,HY,19.1659
rankin alfred m et al,rankin victoire g,HY,18.9116
rankin alfred m et al,rankin william a,HY,18.0372
rankin alfred m et al,seelbach chloe r,HY,17.7317
rankin alfred m et al,seelbach isabelle,HY,18.0372
rankin alfred m et al,seelbach scott w,HY,17.7317
rankin alfred m et al,seelbach taplin e,HY,18.0372
rankin alfred m et al,seelbach thomas wilson,HY,18.2118
rankin alfred m et al,williams clara r,HY,16.0961
rankin alfred m et al,williams david b,HY,16.0961
rankin alfred m et al,williams helen charles,HY,17.7317
rankin alfred m et al,williams margo j.v.,HY,17.7317
rankin alison a,rankin bruce t,HY,17.769
rankin alison a,rankin chloe o,HY,16.7483
rankin alison a,rankin claiborne r,HY,16.7483
rankin alison a,rankin claiborne r jr,HY,17.6034
rankin alison a,rankin claiborne read iii,HY,17.9415
rankin alison a,rankin clara l t,HY,19.0477
rankin alison a,rankin corbin,HY,18.5899
rankin alison a,rankin elisabeth m,HY,17.6034
rankin alison a,rankin elizabeth b,HY,17.6034
rankin alison a,rankin james t,HY,17.6034
rankin alison a,rankin james t. jr.,HY,17.5605
rankin alison a,rankin julia l,HY,17.6034
rankin alison a,rankin lauran,HY,7.99712
rankin alison a,rankin lynne t,HY,17.6034
rankin alison a,rankin margaret pollard,HY,17.5605
rankin alison a,rankin mary m,HY,17.7693
rankin alison a,rankin matthew m,HY,17.6034
rankin alison a,rankin roger f,HY,18.7228
rankin alison a,rankin thomas parker,HY,17.6034
rankin alison a,rankin thomas t,HY,18.8803
rankin alison a,rankin victoire g,HY,18.6466
rankin alison a,rankin william a,HY,17.7693
rankin alison a,seelbach chloe r,HY,17.6034
